time_s,r_x_km,r_y_km,r_z_km,v_x_kms,v_y_kms,v_z_kms,rho_x_km,rho_y_km,rho_z_km,rho_dot_x_kms,rho_dot_y_kms,rho_dot_z_kms
0.0,42164.13999985307,-0.0799999999994603,0.03,2.9168494171661025e-06,3.0746611796392065,0.0,-1.469306880608201e-07,-0.0799999999994603,0.03,-2.916849417166104e-06,2.1428463572765333e-11,0.0
3600.0,40719.55185208277,10942.001503384421,0.0289720848556885,-0.7979380468995537,2.969320624182884,-5.677806873468597e-07,-0.010380614793668858,-0.0772590178486623,0.0289720848556885,-2.816924880426023e-06,1.5139932526067849e-06,-5.677806873468597e-07
7200.0,36484.74198846612,21134.304266744814,0.02595877179441692,-1.5412082093214856,2.660511652436608,-1.0966569522349523e-06,-0.020049882817330982,-0.06922399312220284,0.02595877179441692,-2.524008363211821e-06,2.9242498279703824e-06,-1.0966569522349523e-06
10800.0,29749.86320450488,29878.40442436162,0.02116653663046093,-2.1788793459065445,2.1693883329189605,-1.5503879755883193e-06,-0.028345474675037566,-0.05644536725991349,0.02116653663046093,-2.0581562448530627e-06,4.134177072676509e-06,-1.5503879755883193e-06
14400.0,20976.37823590223,36575.08633568223,0.014923759640906373,-2.667254507199804,1.5295958239204448,-1.8978791607823921e-06,-0.03469897628205358,-0.03979857751253653,0.014923759640906373,-1.4512693231316812e-06,5.060873223287518e-06,-1.8978791607823921e-06
18000.0,10765.45706693982,40765.40184484348,0.007658235195510956,-2.972861836538549,0.7849677893330386,-2.115312681374392e-06,-0.03867497498257604,-0.0204241281101551,0.007658235195510956,-7.449126756090216e-07,5.640827348262982e-06,-2.115312681374392e-06
21600.0,-183.20025851731995,42162.12840823499,-0.0001321322208091955,-3.074749326028259,-0.01347445453231411,-2.187780499011696e-06,-0.04000090667381988,0.00035050248773042054,-0.0001321322208091955,1.252669246681599e-08,5.834273876322826e-06,-2.187780499011696e-06
25200.0,-11119.299123057419,40669.46855281132,-0.007913441279675713,-2.965923002010227,-0.8110162403742373,-2.1103077552193445e-06,-0.03858576234908073,0.02110178325752986,-0.007913441279675713,7.691512223018542e-07,5.627924027514811e-06,-2.1103077552193445e-06
28800.0,-21293.363151455495,36389.63633446258,-0.015152381303017175,-2.653829350511654,-1.5529984266293393,-1.8881959500049826e-06,-0.034526364917696215,0.0404076625598969,-0.015152381303017175,1.4731074596445182e-06,5.035885292112217e-06,-1.8881959500049826e-06
32400.0,-30008.102373036207,29615.873648862904,-0.02135278740408348,-2.159848079542374,-2.1885641347736566,-1.5366617879098405e-06,-0.02810077471062975,0.05694503120625457,-0.02135278740408348,2.0761408462634625e-06,4.098703497522685e-06,-1.5366617879098405e-06
36000.0,-36666.21473066482,20812.369314718104,-0.026089656728351424,-1.5178291517597409,-2.6741463302904873,-1.0797958543348084e-06,-0.019749265085135564,0.06958043351836826,-0.026089656728351424,2.5369066532527543e-06,2.8805907898079597e-06,-1.0797958543348084e-06
39600.0,-40811.340748430564,10582.453036490439,-0.029038291392780188,-0.7717737552568047,-2.976456609443692,-5.489120699039259e-07,-0.010044163686191916,0.07744779816834298,-0.029038291392780188,2.823809006961082e-06,1.4650277306575129e-06,-5.489120699039259e-07
