time_s,r_x_km,r_y_km,r_z_km,v_x_kms,v_y_kms,v_z_kms,rho_x_km,rho_y_km,rho_z_km,rho_dot_x_kms,rho_dot_y_kms,rho_dot_z_kms
0.0,42164.12631777261,-0.07517437471617246,0.02819042821159511,2.740904138477163e-06,3.0746621773534177,7.482861429114374e-07,-0.013682227392564528,-0.07517437471617246,0.02819042821159511,-2.7409041384771657e-06,1.9954498502396855e-06,7.482861429114374e-07
3600.0,40719.53664379347,10942.009595515428,0.029887507247374705,-0.7979386992811773,2.9693213993110805,1.8911373907366904e-07,-0.02296786340301629,-0.06549739296052146,0.029887507247374705,-2.388126533890079e-06,3.3497463033530546e-06,1.8911373907366904e-07
7200.0,36484.72382207633,21134.314420371673,0.02953645425966403,-1.5412091624046569,2.6605119961486365,-3.830228347358465e-07,-0.030679944827314627,-0.051332217412706854,0.02953645425966403,-1.8717307933078715e-06,4.474557385071589e-06,-3.830228347358465e-07
10800.0,29749.841444963073,29878.414879038286,0.027161303015393296,-2.178880342951516,2.1693881525903693,-9.289195989142657e-07,-0.036290067825380246,-0.033649285062691596,0.027161303015393296,-1.2270825830430006e-06,5.292819444571197e-06,-9.289195989142657e-07
14400.0,20976.353216090884,36575.095249726844,0.02292478689803318,-2.667255279613783,1.5295951680875572,-1.4111680311602969e-06,-0.039413786311184584,-0.013660067272288535,0.02292478689803318,-4.983339140501783e-07,5.7484578513043125e-06,-1.4111680311602969e-06
18000.0,10765.429998048407,40765.40779144876,0.017117198901414502,-2.9728621762270064,0.7849668346282783,-1.7967176204266838e-06,-0.03983695930730888,0.00726588433295496,0.017117198901414502,2.645963063520176e-07,5.81023034956831e-06,-1.7967176204266838e-06
21600.0,-183.2276132266093,42162.13075985652,0.010136511839111342,-3.0747491414586268,-0.013475450952602294,-2.0591408589643005e-06,-0.037530448710998913,0.027694735546587527,0.010136511839111342,1.009437935343584e-06,5.473873227056665e-06,-2.0591408589643005e-06
25200.0,-11119.324923239934,40669.467650269726,0.002461117059327701,-2.9659223428820938,-0.8110170101018488,-2.180445476439562e-06,-0.03265215367175955,0.046226597429965315,0.002461117059327701,1.6851488011370843e-06,4.762401759729915e-06,-2.180445476439562e-06
28800.0,-21293.385975484805,36389.63339517009,-0.00538295371277394,-2.6538283943795293,-1.5529987623183577,-2.1523094399119125e-06,-0.0255362322285266,0.061591459872134165,-0.00538295371277394,2.245412862009274e-06,3.724542143394454e-06,-2.1523094399119125e-06
32400.0,-30008.121601032457,29615.870438861828,-0.01285807923697957,-2.1598470839863495,-2.1885639460123985,-1.9766535680416217e-06,-0.016670237502771832,0.07273625553644941,-0.01285807923697957,2.6518174884556797e-06,2.431399932488226e-06,-1.9766535680416217e-06
36000.0,-36666.230711524906,20812.367672869634,-0.019451901796587436,-1.5178283849852359,-2.6741456679709574,-1.665511905852532e-06,-0.006661725795381516,0.07889707834751322,-0.019451901796587436,2.876491213183543e-06,9.7159125334422e-07,-1.665511905852532e-06
