time_s,r_x_km,r_y_km,r_z_km,v_x_kms,v_y_kms,v_z_kms,rho_x_km,rho_y_km,rho_z_km,rho_dot_x_kms,rho_dot_y_kms,rho_dot_z_kms
0.0,42164.14,0.0,0.0,-9.794073326384808e-06,3.074648797275251,1.3943766240750246e-05,0.0,0.0,0.0,-9.794073326384808e-06,-1.2382353241258009e-05,1.3943766240750246e-05
3600.0,40719.50558020887,10942.034554076281,0.04962291670956173,-0.7979512309710795,2.969306986285218,1.3465997813240798e-05,-0.04649016589520667,-0.03333254671930841,0.04962291670956173,-1.588532416510398e-05,-5.602086914833309e-06,1.3465997813240798e-05
7200.0,36484.64525509581,21134.285689940418,0.09584526023527282,-1.541223338521235,2.660496417387659,1.206541732415872e-05,-0.1130653965873784,-0.03681169929926948,0.09584526023527282,-2.088829772778531e-05,4.107541453661455e-06,1.206541732415872e-05
10800.0,29749.70623465381,29878.325307734096,0.13549939189171653,-2.1788978491371993,2.1693694412062143,9.837966305119516e-06,-0.19516468986920588,-0.0010348597991085,0.13549939189171653,-2.4460214252774867e-05,1.6081445839843455e-05,9.837966305119516e-06
14400.0,20976.148096313478,36574.92728636984,0.1658676264424585,-2.667276498487166,1.5295695952871724,6.93624250339643e-06,-0.28716327707597017,0.08071155030413792,0.1658676264424585,-2.635626903487202e-05,2.9499388319619766e-05,6.93624250339643e-06
18000.0,10765.144500074322,40765.12850965127,0.1848684709642192,-2.9728850141646377,0.7849297974851766,3.5590587536433653e-06,-0.3827577460970303,0.2119919198038749,0.1848684709642192,-2.6446413661060166e-05,4.3442103860069615e-05,3.5590587536433653e-06
21600.0,-183.5909892771935,42161.69130952189,0.19119932410198318,-3.0747684618596645,-0.01352790793977261,-6.216627144522695e-08,-0.47539773385931666,0.39297680647048117,0.19119932410198318,-2.4724297001434845e-05,5.695422891279294e-05,-6.216627144522695e-08
25200.0,-11119.740057003131,40668.80875944494,0.18442584471772733,-2.965930296672144,-0.8110864340125349,-3.679257210845228e-06,-0.5587346785079799,0.6204306877990982,0.18442584471772733,-2.1307745729248414e-05,6.910973954252535e-05,-3.679257210845228e-06
28800.0,-21293.79539662942,36388.69688998975,0.16501183998883137,-2.6538156985218175,-1.5530827956118411,-7.0442879300182964e-06,-0.6270569176039297,0.8879330911151503,0.16501183998883137,-1.6430739490086814e-05,7.90754233708353e-05,-7.0442879300182964e-06
32400.0,-30008.43478062,29614.614939489133,0.1342875922658996,-2.1598050307699896,-2.188655572632259,-9.926579545487216e-06,-0.6756813069555518,1.1863181066950321,0.1342875922658996,-1.0427417490411183e-05,8.616803238110576e-05,-9.926579545487216e-06
36000.0,-36666.33026634381,20810.78515723888,0.09435876454604451,-1.5177511417587173,-2.674233518698219,-1.2128523967999717e-05,-0.7012744711353934,1.5043022900542073,0.09435876454604451,-3.7092016310612393e-06,8.990118573619421e-05,-1.2128523967999717e-05
39600.0,-40811.110574321385,10580.583604865433,0.047962106639722606,-0.7716600667875384,-2.9765254309072464,-1.3499144821620586e-05,-0.7020815878280751,1.8292579832898164,0.047962106639722606,3.2634017366210703e-06,9.001878687803043e-05,-1.3499144821620586e-05
43200.0,-42158.66229350232,-374.8193940326235,-0.0017221543775846966,0.0273261124456323,-3.0748053408300393,-1.3944461604685776e-05,-0.6780469363853808,2.1480790382202746,-0.0017221543775846966,1.0012387929092974e-05,8.651264193700781e-05,-1.3944461604685776e-05
46800.0,-40616.617977231464,-11304.532259022008,-0.05128837013154762,0.8244371232222276,-2.9623354251618945,-1.3433942259868382e-05,-0.6308178746919536,2.448079516144718,-0.05128837013154762,1.6075055833737198e-05,7.962305394512246e-05,-1.3433942259868382e-05
50400.0,-36290.69091430559,-21459.428547095467,-0.09733900334773518,1.5650318647136867,-2.646828441246685,-1.2002598829677756e-05,-0.5636319324076818,2.717863629863179,-0.09733900334773518,2.1035765752972558e-05,6.982234352922313e-05,-1.2002598829677756e-05
54000.0,-29477.421184718703,-30143.511153465784,-0.13671759877537729,2.198346739705917,-2.1499178125045932,-9.74858173623384e-06,-0.48109476478095387,2.9481071547655118,-0.13671759877537729,2.4554463694103055e-05,5.7782428739926154e-05,-9.74858173623384e-06
57600.0,-20643.832612024562,-36761.6274409047,-0.16672519471127717,2.6809770835860873,-1.505672042542494,-6.826439211938261e-06,-0.38886423536389314,3.1321966353449535,-0.16672519471127717,2.6390006542789974e-05,4.432870013810943e-05,-6.826439211938261e-06
61200.0,-10395.400316716723,-40860.26066002403,-0.18530532194116667,2.979852426042549,-0.7582560789000743,-3.4365075379478584e-06,-0.2932623578169281,3.26668252469601,-0.18530532194116667,2.6416684096753684e-05,3.038337341649248e-05,-3.4365075379478584e-06
64800.0,565.4687558531513,-42158.6009289242,-0.19118490531238327,3.0745015073504325,0.04109906206584839,1.8883602975551192e-07,-0.2008417803058783,3.3515152267187656,-0.19118490531238327,2.4632806846505743e-05,1.6902224403890803e-05,1.8883602975551192e-07
68400.0,11487.590145817585,-40567.76894024423,-0.18396142241279578,2.95845219119354,0.837609742689386,3.8011109776970927e-06,-0.11793659415450274,3.3900479639234735,-0.18396142241279578,2.11607785651601e-05,4.809059851372935e-06,3.8011109776970927e-06
72000.0,21622.486319891686,-36196.88053906177,-0.16413037108106468,2.639671149409388,1.5766947693856161,7.152766528589611e-06,-0.050228287070989495,3.3888064205994097,-0.16413037108106468,1.6238660617597477e-05,-5.067577100623679e-06,7.152766528589611e-06
75600.0,30275.671733172945,-29345.543690160208,-0.1330511955754094,2.1400142269908295,2.207714561467993,1.00141417391804e-05,-0.0023565776076301614,3.3570411026027083,-0.1330511955754094,1.020381908355579e-05,-1.205113285079558e-05,1.00141417391804e-05
79200.0,36854.22640159996,-20483.308799635404,-0.09285403741401944,1.4937261418682666,2.6874385432496535,1.2189191997738237e-05,0.02239825154091852,3.3060932117306496,-0.09285403741401944,3.4697859488771984e-06,-1.56633278351286e-05,1.2189191997738237e-05
82800.0,40907.403278749,-10217.485276783198,-0.04629372265926623,0.7450930053597966,2.98300394908187,1.3528907779524699e-05,0.022339833354750576,3.2486175460135045,-0.04629372265926623,-3.5020746016968976e-06,-1.565684925650935e-05,1.3528907779524699e-05
86400.0,42157.49367725887,748.4689168941375,0.003439001855018755,-0.05459129109333693,3.074164309836245,1.3941510701743394e-05,-0.002528285649658352,3.19771565358289,0.003439001855018755,-1.0234154501904264e-05,-1.203223432130775e-05,1.3941510701743394e-05
90000.0,40518.84222758574,11663.135666932849,0.052936057760070425,-0.8505372994741479,2.954674512990764,1.33987325398327e-05,-0.050503007331189204,3.1660385437747958,0.052936057760070425,-1.6265287709702346e-05,-5.037804666286842e-06,1.33987325398327e-05
93600.0,36103.7128003553,21778.606228653403,0.09880549389604969,-1.5882109684869263,2.632718179822809,1.1937749872820296e-05,-0.11829834292060636,3.164920297959926,0.09880549389604969,-2.1182305739850404e-05,4.847335486240642e-06,1.1937749872820296e-05
97200.0,29214.60451954678,30401.71171444361,0.1379038464206746,-2.217067308078464,2.1303482354502297,9.658642509064724e-06,-0.20127038976116934,3.203601797438661,0.1379038464206746,-2.4648313373032115e-05,1.694607629899511e-05,9.658642509064724e-06
100800.0,20323.541863263617,36941.51037300535,0.16755150564076982,-2.6940118739084724,1.4819786313317107,6.717548163125471e-06,-0.29373525960064595,3.2885976446564498,0.16755150564076982,-2.6425757344725743e-05,3.042962295638333e-05,6.717548163125471e-06
104400.0,10039.752507809915,40949.781805660605,0.18571634955792937,-2.986353511195852,0.732029764236933,3.3159788161497723e-06,-0.38935825448834316,3.423249608015578,0.18571634955792937,-2.639271235655775e-05,4.4374207334550406e-05,3.3159788161497723e-06
108000.0,-932.0591349710307,42151.75407970985,0.1911530634489154,-3.0740461619183264,-0.06811208655189033,-3.129737433373836e-07,-0.4815877103609091,3.6074972203855538,0.1911530634489154,-2.4551266796139376e-05,5.782432709148323e-05,-3.129737433373836e-07
111600.0,-11839.989833734684,40464.9553261509,0.18348858502377013,-2.9510657172488575,-0.8636139109839497,-3.920602225006053e-06,-0.5641038493514884,3.837881354437002,0.18348858502377013,-2.1027425605597515e-05,6.985819613526907e-05,-3.920602225006053e-06
