time_s,r_x_km,r_y_km,r_z_km,v_x_kms,v_y_kms,v_z_kms,rho_x_km,rho_y_km,rho_z_km,rho_dot_x_kms,rho_dot_y_kms,rho_dot_z_kms
0.0,42164.14,0.0,0.0,9.92797938248705e-06,3.0746513287430233,-1.3602785500912442e-05,0.0,0.0,0.0,9.92797938248705e-06,-9.850885469201782e-06,-1.3602785500912442e-05
360.0,42149.61518497066,1106.7473444725813,-0.004896440276433917,-0.08069870762146651,3.0735919041590316,-1.3598098076306617e-05,0.0034805707843840786,-0.003638509412641318,-0.004896440276433917,9.40741465556015e-06,-1.0358500393703556e-05,-1.3598098076306617e-05
720.0,42106.04360572896,2212.7319909196503,-0.009789505995098367,-0.16135171769684437,3.0704143609251133,-1.358403903490679e-05,0.006772560726501538,-0.007454819810722104,-0.009789505995098367,8.880368115917761e-06,-1.0838612008761178e-05,-1.358403903490679e-05
1080.0,42033.45529241729,3317.191767066535,-0.01467582492458158,-0.24189352875543432,3.0651208890137256,-1.3560618066967063e-05,0.009873701575242253,-0.01143896989302979,-0.01467582492458158,8.347202860515519e-06,-1.129088954584314e-05,-1.3560618066967063e-05
1440.0,41931.90026899108,4419.365551454463,-0.0195520294831526,-0.3222686439233154,3.057715135983352,-1.3527851312310291e-05,0.012781856597494954,-0.015580882724972525,-0.0195520294831526,7.808286200530476e-06,-1.1715021407403755e-05,-1.3527851312310291e-05
1800.0,41801.448518756675,5518.493797749464,-0.02441475905873833,-0.40242168115369414,3.048202204466825,-1.3485761349213518e-05,0.015495022018561457,-0.01987037268230585,-0.02441475905873833,7.2639894080155904e-06,-1.2110715381937017e-05,-1.3485761349213518e-05
2160.0,41642.18993616735,6613.81905796689,-0.029260662324102037,-0.4822974113576668,3.0365886486588574,-1.3434377178864747e-05,0.018011328365591047,-0.024297152463038485,-0.029260662324102037,6.714687461173047e-06,-1.2477698840479525e-05,-1.3434377178864747e-05
2520.0,41454.234264910265,7704.586504251657,-0.0340863995456306,-0.561840796429847,3.0228824698052184,-1.337373420540183e-05,0.020329041777179313,-0.028850840164337158,-0.0340863995456306,6.1607587861917705e-06,-1.2815718927834167e-05,-1.337373420540183e-05
2880.0,41237.71102232717,8790.044448855324,-0.03888864488414262,-0.6409970271427563,3.0070931106966343,-1.3303874211547116e-05,0.022446565255865792,-0.03352096645573856,-0.03888864488414262,5.602584995930454e-06,-1.312454274070294e-05,-1.3303874211547116e-05
3240.0,40992.76941022044,9869.4448619524,-0.04366408868613466,-0.719711560883972,2.9892314491711915,-1.3224845329854563e-05,0.024362439682291813,-0.03829698176140728,-0.04366408868613466,5.0405506289849855e-06,-1.3403957478560032e-05,-1.3224845329854563e-05
3600.0,40719.57821210619,10942.043886939684,-0.048409439763889575,-0.7979301592101243,2.969309790629683,-1.3136702009588972e-05,0.026075344879394422,-0.04316826355754836,-0.048409439763889575,4.475042882895503e-06,-1.3653770599025127e-05,-1.3136702009588972e-05
3960.0,40418.32567698454,12007.102352864245,-0.05312142766287857,-0.8755989251919698,2.9473418595690304,-1.3039504979260071e-05,0.02758410047806707,-0.04812412365175649,-0.05312142766287857,3.906451350652419e-06,-1.3873809943939505e-05,-1.3039504979260071e-05
4320.0,40089.21938970727,13063.886283627518,-0.05779680491489714,-0.9526643405249018,2.923342790139569,-1.293332120483703e-05,0.02888766679077652,-0.053153815580372014,-0.05779680491489714,3.335167749162344e-06,-1.4063923865250634e-05,-1.293332120483703e-05
4680.0,39732.48612803166,14111.667403615296,-0.062432349275385,-1.0290733023794219,2.8973291157326644,-1.2818223843672061e-05,0.02998514542942565,-0.05824654197228687,-0.062432349275385,2.7615856528640007e-06,-1.4223981320648352e-05,-1.2818223843672061e-05
5040.0,39348.37170645883,15149.723639405775,-0.06702486594339079,-1.1047731599662738,2.869318757605785,-1.2694292194164606e-05,0.030875780057515918,-0.06339146202963111,-0.06702486594339079,2.186100221092944e-06,-1.4353871971668271e-05,-1.2694292194164606e-05
5400.0,38937.14080696362,16177.339617210522,-0.07157118976265438,-1.1797117507911319,2.8393310125528086,-1.2561611641200584e-05,0.031558956754805204,-0.06857769894202853,-0.07157118976265438,1.6091079269944443e-06,-1.4453506253029881e-05,-1.2561611641200584e-05
5760.0,38499.07679673267,17193.807155706178,-0.07606818740229232,-1.2538374365739493,2.807386539628011,-1.2420273597404011e-05,0.03203420462288174,-0.0737943474289196,-0.07606818740229232,1.0310062828871161e-06,-1.4522815446243234e-05,-1.2420273597404011e-05
6120.0,38034.481533035265,18198.425753917756,-0.08051275951558612,-1.327099138808299,2.773507345932813,-1.2270375440241224e-05,0.032301195946448084,-0.07903048122568465,-0.08051275951558612,4.5219357021812825e-07,-1.4561751710057268e-05,-1.2270375440241224e-05
6480.0,37543.675155361554,19190.503073817985,-0.08490184287538785,-1.399446373936286,2.7377167714750104,-1.21120204450207e-05,0.032359746520907215,-0.0842751605898379,-0.08490184287538785,-1.2693143766275146e-07,-1.4570288129014132e-05,-1.21120204450207e-05
6840.0,37026.99586497047,20169.355417310493,-0.08923241248467395,-1.4708292881148644,2.7000394731108575,-1.1945317713834416e-05,0.03220981573481429,-0.08951743989823539,-0.08923241248467395,-7.059697497697343e-07,-1.454841872266693e-05,-1.1945317713834416e-05
7200.0,36484.79969199897,21134.308197268776,-0.09350148366079426,-1.5411986915496827,2.6605014075809805,-1.1770382100489267e-05,0.031851506581981916,-0.09474637509010803,-0.09350148366079426,-1.2845224278396677e-06,-1.4496158453492521e-05,-1.1770382100489267e-05
7560.0,35917.460250292504,22084.696402306643,-0.09770611409198264,-1.6105060923728605,2.6191298136517425,-1.158733413148e-05,0.03128506568269839,-0.09995103130076013,-0.09770611409198264,-1.862190868111417e-06,-1.4413543219047017e-05,-1.158733413148e-05
